Chunk_ID,Chunk_Index,Content,Content_Length,Quality_Score,Reliability,Source_Type,Original_Content,Enhancement_Version,book_name,chunkIndex,chunkSize,enhancementTimestamp,enhancementVersion,extractedAt,grade,loc_lines,publisher,qualityMetrics_chineseCharRatio,qualityMetrics_coherenceScore,qualityMetrics_lengthScore,qualityMetrics_ocrConfidence,semester,source,source_file,subject,totalPages
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_101,101,"55\nУрóк 3\nПе\ń\nтя: Коне\ń\nчно, бу\ń\nдет интере\ń\nсно посмотре\ń\nть.\nЛю Ин: Смотри\ń\n, э\ń\nто на\ń\nша семья\ń\n. Здесь мои\ń\n роди\ń\nтели. Там мой де\ń\nдушка и \nмоя\ń\n ба\ń\nбушка. А э\ń\nто мои\ń\n мла\ń\nдшие бра\ń\nтья.\nПе\ń\nтя: Как зову\ń\nт твои\ń\nх мла\ń\nдших бра\ń\nтьев?\nЛю Ин: Этого бра\ń\nта зову\ń\nт Ли Ху, а того\ń\n зову\ń\nт Ли Бао\ń\n.\nПе\ń\nтя: Почему\ń\n твоя\ń\n фами\ń\nлия — Лю, а их фами\ń\nлия — Ли?\nЛю Ин: Они\ń\n не родны\ń\nе мои\ń\n бра\ń\nтья, они\ń\n де\ń\nти мое\ń\nй тёти и моего\ń\n дя\ń\nди.\nПе\ń\nтя: Поня\ń\nтно. Лю Ин, твои\ń\n роди\ń\nтели тебя\ń\n лю\ń\nбят?\nЛю Ин: Коне\ń\nчно! Они\ń\n меня\ń\n о\ń\nчень лю\ń\nбят. Ду\ń\nмаю, все роди\ń\nтели лю\ń\nбят \nсвои\ń\nх дете\ń\nй. А что, твои\ń\n роди\ń\nтели тебя\ń\n не лю\ń\nбят?\nПе\ń\nтя: Не зна\ń\nю. Чу\ń\nвствую, они\ń\n меня\ń\n не о\ń\nчень понима\ń\nют.\nЛю Ин: Наприме\ń\nр?\nПе\ń\nтя: Наприме\ń\nр, им не нра\ń\nвится, что я де\ń\nлаю, с кем я игра\ń\nю, чем мы \nзанима\ń\nемся.\nЛю Ин: А ты свои\ń\nх роди\ń\nтелей понима\ń\nешь?\nПе\ń\nтя: То\ń\nже не всегда\ń\n понима\ń",997,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,101,997,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,,0.5,0.997,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_102,102,"́\nр?\nПе\ń\nтя: Наприме\ń\nр, им не нра\ń\nвится, что я де\ń\nлаю, с кем я игра\ń\nю, чем мы \nзанима\ń\nемся.\nЛю Ин: А ты свои\ń\nх роди\ń\nтелей понима\ń\nешь?\nПе\ń\nтя: То\ń\nже не всегда\ń\n понима\ń\nю. \nЛю Ин: Я ду\ń\nмаю, ты не прав. На\ń\nши роди\ń\nтели о\ń\nчень мно\ń\nго сде\ń\nлали для \nнас. А мы пока\ń\n ничего\ń\n не сде\ń\nлали для них. Поэ\ń\nтому мы должны\ń люби\ń\nть и уважа\ń\nть свои\ń\nх роди\ń\nтелей.\nПе\ń\nтя: Наве\ń\nрное, Лю Ин, ты права\ń\n.\n1) 分角色朗读对话。 2) 回答下列问题。 (1) Кого\ń\n и где ви\ń\nдел Пе\ń\nтя?\n(2) Что Лю Ин и её роди\ń\nтели там де\ń\nлали?\n(3) Что показа\ń\nла Лю Ин Пе\ń\nте?\n(4) Как зову\ń\nт мла\ń\nдших бра\ń\nтьев Лю Ин?\n(5) Пе\ń\nтя и его\ń\n роди\ń\nтели понима\ń\nют друг дру\ń\nга?\n(6) Вы уважа\ń\nете и лю\ń\nбите свои\ń\nх роди\ń\nтелей?\n3) 两人一组模仿练习18编对话。",758,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,102,772,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.04419889502762431,0.7999999999999999,0.758,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_103,103,"56\nУрóк 3\n19 背诵小诗。说一说你如何理解\n«ма\ń\nма»\n这个词。 Ма\ń\nма\nЧеты\ń\nре бу\ń\nквы, одно\ń\n сло\ń\nво — ма\ń\nма!\nСа\ń\nмое пе\ń\nрвое в жи\ń\nзни сло\ń\nво — ма\ń\nма!\nТы слов ещё никаки\ń\nх не знал.\nНо повторя\ń\nл всё вре\ń\nмя\nСло\ń\nво ва\ń\nжное и коро\ń\nткое\nМа\ń\nма! Ма\ń\nма! Ма\ń\nма!\nКто тебе\ń\n пе\ń\nсни пел?\nМа\ń\nма, дорога\ń\nя ма\ń\nма!\nКто ждал тебя\ń\n улы\ń\nбкой?\nМа\ń\nма, до\ń\nбрая ма\ń\nма!\nКто научи\ń\nл тебя\ń\n пе\ń\nрвым шага\ń\nм\n（脚步）\n?\nМа\ń\nма, счастли\ń\nвая ма\ń\nма!\nМы бу\ń\nдем чита\ń\nть текст\n20 选词填空。 приходи\ń\nл, пришёл 1) — Юра, к тебе\ń Ко\ń\nля. — А где он? — В твое\ń\nй ко\ń\nмнате.\n2) Ка\ń\nждый день, когда\ń\n Алёша домо\ń\nй, ма\ń\nма ждала\ń\n его\ń\n.\nуе\ń\nхал, прие\ń\nхал\n3) Ко мне друг из Москвы\ń\n. Он был у меня\ń\n три дня. Пото\ń\nм он домо\ń\nй.\n4) Па\ń\nпы нет до\ń\nма. Он в дере\ń\nвню.\n5) Па\ń\nпа уже\ń\n до\ń\nма. Он из дере\ń\nвни.\nшёл, пошёл, е\ń\nхал, пое\ń\nхал\n6) Андре\ń\nй снача\ń\nла ме\ń\nдленно по у\ń\nлице, а пото\ń\nм вдруг бы\ń\nстро.",942,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,103,978,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.03172205438066465,0.7,0.942,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_104,104,"57\nУрóк 3\nЗапо\ń\nмните!\nслучи\ń\nться\n常用过去时。如： Что случи\ń\nлось (с кем)?\n21 说一说： Что отве\ń\nтили това\ń\nрищи гео\ń\nлога, Пе\ń\nтя, ма\ń\nма Ни\ń\nны?\n1) Гео\ń\nлоги\n（地质学家）\n иду\ń\nт в го\ń\nры. Они\ń\n уви\ń\nдели большо\ń\nй ка\ń\nмень на доро\ń\nге \nи останови\ń\nлись. Оди\ń\nн гео\ń\nлог не ви\ń\nдел, что на доро\ń\nге лежи\ń\nт большо\ń\nй \nка\ń\nмень. Он спроси\ń\nл свои\ń\nх това\ń\nрищей: — Что случи\ń\nлось? Почему\ń\n мы останови\ń\nлись?\n2) Пе\ń\nтя шёл в шко\ń\nлу, он уви\ń\nдел ребя\ń\nт во дворе\ń\n, они\ń\n игра\ń\nли в футбо\ń\nл. Пе\ń\nтя \nреши\ń\nл поигра\ń\nть с ни\ń\nми и опозда\ń\nл на уро\ń\nк. В шко\ń\nле учи\ń\nтель спроси\ń\nл: — Что случи\ń\nлось? Почему\ń\n ты опозда\ń\nл?\n3) Вчера\ń\n Ни\ń\nна заболе\ń\nла и не пошла\ń\n в шко\ń\nлу. Учи\ń\nтельница позвони\ń\nла её \nма\ń\nме и спроси\ń\nла: — Почему\ń\n Ни\ń\nна не была\ń\n в шко\ń\nле? Что случи\ń\nлось с ней? \n7) Ми\ń\nша сдал экза\ń\nмены и в дере\ń\nвню.\n8) На экску\ń\nрсию Ми\ń\nша на авто\ń\nбусе.\n22 朗读课文并完成下列任务。 Почему\ń\n роди\ń\nтелей,",969,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,104,993,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.03483309143686502,0.7999999999999999,0.969,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_105,105,"́\n Ни\ń\nна не была\ń\n в шко\ń\nле? Что случи\ń\nлось с ней? \n7) Ми\ń\nша сдал экза\ń\nмены и в дере\ń\nвню.\n8) На экску\ń\nрсию Ми\ń\nша на авто\ń\nбусе.\n22 朗读课文并完成下列任务。 Почему\ń\n роди\ń\nтелей, \nа не роди\ń\nтели?\nПочему\ń\n пое\ń\nхала, а \nне прие\ń\nхала?\nПочему\ń\n позвони\ń\nла, \nа не звони\ń\nла?\nСемь лет\nПо С. Бару\ń\nздину\nТа\ń\nня То\ń\nкарева о\ń\nчень люби\ń\nла свои\ń\nх роди\ń\nтелей, она\ń о\ń\nчень люби\ń\nла, когда\ń\n до\ń\nма бы\ń\nли все — ма\ń\nма, па\ń\nпа и она\ń — Та\ń\nня. И ещё соба\ń\nка Жу\ń\nчка.\nПа\ń\nпа Та\ń\nни был врачо\ń\nм, а ма\ń\nма — гео\ń\nлогом. \nГод наза\ń\nд ма\ń\nма пое\ń\nхала на Кавка\ń\nз, гео\ń\nлоги иска\ń\nли \nтам ре\ń\nдкие ка\ń\nмни. Ма\ń\nма мно\ń\nго писа\ń\nла об интере\ń\nсной \nжи\ń\nзни, о си\ń\nнем мо\ń\nре, о краси\ń\nвых места\ń\nх в гора\ń\nх \nКавка\ń\nза и о свои\ń\nх друзья\ń\nх. Но че\ń\nрез ме\ń\nсяц одна\ń\nжды \nно\ń\nчью вдруг позвони\ń\nла подру\ń\nга ма\ń\nмы... Ма\ń\nма Та\ń\nни \nпоги\ń\nбла\n（牺牲）\n в гора\ń\nх.",921,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,105,933,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.0203125,0.7999999999999999,0.921,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_106,106,"58\nУрóк 3\nПа\ń\nпа с Та\ń\nней на\ń\nчали жить без ма\ń\nмы. Осенью Та\ń\nня \nпошла\ń\n в шко\ń\nлу. Тепе\ń\nрь, когда\ń\n она\ń\n приходи\ń\nла из шко\ń\nлы, \nма\ń\nма уже\ń\n не ждала\ń\n её. Та\ń\nня открыва\ń\nла дверь свои\ń\nм \nключо\ń\nм. В кварти\ń\nре её ждала\ń\n одна\ń\n Жу\ń\nчка.\nОдна\ń\nжды Та\ń\nня сказа\ń\nла па\ń\nпе: «Дава\ń\nй, па\ń\nпа, пое\ń\nдем \nна Кавка\ń\nз, туда\ń\n, где поги\ń\nбла ма\ń\nма. И бу\ń\nдем жить там \nвсегда\ń\n...»\nТак они\ń\n реши\ń\nли уе\ń\nхать из Москвы\ń\n.\nКогда\ń\n они\ń\n прие\ń\nхали на Кавка\ń\nз, па\ń\nпа на\ń\nчал рабо\ń\nтать \nв больни\ń\nце, а Та\ń\nня начала\ń\n учи\ń\nться в шко\ń\nле.\nОдна\ń\nжды Та\ń\nня пошла\ń\n в го\ń\nры с Жу\ń\nчкой. Они\ń\n шли \nме\ń\nдленно по опа\ń\nсной доро\ń\nге, и вдруг Та\ń\nня уви\ń\nдела две \nберёзы, о\ń\nколо них был ка\ń\nмень. Та\ń\nня прочита\ń\nла: «М. Г. \nТо\ń\nкарева — гео\ń\nлог». Около ка\ń\nмня бы\ń\nли цветы\ń\n.\nТа\ń\nня ра\ń\nньше не понима\ń\nла, что случи\ń\nлось с ма\ń\nмой. \nОна\ń\n ничего\ń\n не понима\ń\nла ле\ń\nтом, когда\ń\n позвони\ń\nла \nподру\ń\nга ма",997,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,106,998,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,,0.5,0.997,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_107,107,"́\nкарева — гео\ń\nлог». Около ка\ń\nмня бы\ń\nли цветы\ń\n.\nТа\ń\nня ра\ń\nньше не понима\ń\nла, что случи\ń\nлось с ма\ń\nмой. \nОна\ń\n ничего\ń\n не понима\ń\nла ле\ń\nтом, когда\ń\n позвони\ń\nла \nподру\ń\nга ма\ń\nмы. И да\ń\nже о\ń\nсенью, когда\ń\n Та\ń\nня пошла\ń\n в \nшко\ń\nлу, она\ń\n не понима\ń\nла, что никогда\ń\n бо\ń\nльше не уви\ń\nдит \nма\ń\nму. То\ń\nлько тепе\ń\nрь Та\ń\nня поняла\ń\n, что ма\ń\nмы нет.\nСемь лет — э\ń\nто семь лет. В семь лет ты уже\ń\n не \nма\ń\nленькая, в семь лет ты ещё не больша\ń\nя. В семь лет \nтру\ń\nдно поня\ń\nть, что тако\ń\nе смерть\n（死亡）\n.\nКогда\ń\n на друго\ń\nй день они\ń\n с па\ń\nпой пошли\ń\n к мо\ń\nрю, \nТа\ń\nня спроси\ń\nла:\n— Па\ń\nпа, о\ń\nчень тру\ń\nдно быть гео\ń\nлогом?\n— Да, Та\ń\nня, — отве\ń\nтил па\ń\nпа. — Рабо\ń\nта гео\ń\nлога \nтру\ń\nдная, а иногда\ń\n и опа\ń\nсная. Но э\ń\nта рабо\ń\nта о\ń\nчень \nва\ń\nжная. Понима\ń\nешь, о\ń\nчень. Гео\ń\nлогом мо\ń\nжет стать \nто\ń\nлько о\ń\nчень си\ń\nльный и сме\ń\nлый челове\ń\nк.\n— Как ма\ń\nма? — спроси\ń\nла Та\ń\nня и посмотре\ń\nла на \nмо\ń",994,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,107,994,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.002898550724637681,0.5,0.994,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_108,108,"́\nта о\ń\nчень \nва\ń\nжная. Понима\ń\nешь, о\ń\nчень. Гео\ń\nлогом мо\ń\nжет стать \nто\ń\nлько о\ń\nчень си\ń\nльный и сме\ń\nлый челове\ń\nк.\n— Как ма\ń\nма? — спроси\ń\nла Та\ń\nня и посмотре\ń\nла на \nмо\ń\nре. Она\ń\n о\ń\nчень люби\ń\nла мо\ń\nре. Мо\ń\nре бы\ń\nло большо\ń\nе \nи тёплое, тёплое и большо\ń\nе. Большо\ń\nе, каки\ń\nм мо\ń\nжет \nПочему\ń\n приходи\ń\nла, \nа не пришла\ń\n?\nПочему\ń\n свои\ń\nм \nключо\ń\nм, а не свой \nключ?\nКто така\ń\nя М. Г. \nТо\ń\nкарева?\nКак вы понима\ń\nете \n«Семь лет — \nэ\ń\nто семь лет»?\nПочему\ń\n гео\ń\nлогом, а \nне гео\ń\nлог?",536,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,108,536,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,,0.5,0.536,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_109,109,"59\nУрóк 3\n1) 根据课文内容判断正误。 ( ) (1) Та\ń\nне То\ń\nкаревой во\ń\nсемь лет.\n( ) (2) Когда\ń\n Та\ń\nня приходи\ń\nла из шко\ń\nлы, па\ń\nпа всегда\ń\n ждал её.\n( ) (3) Ма\ń\nма Та\ń\nни о\ń\nчень люби\ń\nла мо\ń\nре.\n( ) (4) Год наза\ń\nд ма\ń\nма Та\ń\nни поги\ń\nбла на Кавка\ń\nзе.\n( ) (5) Та\ń\nня реши\ń\nла уе\ń\nхать из Москвы\ń\n и пое\ń\nхать на Кавка\ń\nз.\n( ) (6) Рабо\ń\nта ма\ń\nмы была\ń\n тру\ń\nдная и опа\ń\nсная, но о\ń\nчень ва\ń\nжная.\n2) 回答下列问题。 (1) Кем была\ń\n ма\ń\nма Та\ń\nни?\n(2) Когда\ń\n ма\ń\nма пое\ń\nхала на Кавка\ń\nз?\n(3) Почему\ń\n па\ń\nпа с Та\ń\nней на\ń\nчали жить без ма\ń\nмы?\n(4) Куда\ń\n они\ń\n реши\ń\nли уе\ń\nхать?\n(5) Что уви\ń\nдела Та\ń\nня в гора\ń\nх?\n(6) Почему\ń\n Та\ń\nня не понима\ń\nла, что случи\ń\nлось с ма\ń\nмой?\n3) 讨论题： Кака\ń\nя рабо\ń\nта у гео\ń\nлога?\nбыть то\ń\nлько мо\ń\nре. Тёплое, как ма\ń\nма.Как вы понима\ń\nете \n«каки\ń\nм мо\ń\nжет \nбыть то\ń\nлько \nмо\ń\nре»?\nМы бу\ń\nдем проверя\ń\nть себя\ń\n23 选词填空。 оши\ń\nбся, оши\ń\nблась, оши\ń\nблись\n1) Анто\ń\nн, ты",961,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,109,993,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.03417533432392273,0.7999999999999999,0.961,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_110,110,"́\nлько мо\ń\nре. Тёплое, как ма\ń\nма.Как вы понима\ń\nете \n«каки\ń\nм мо\ń\nжет \nбыть то\ń\nлько \nмо\ń\nре»?\nМы бу\ń\nдем проверя\ń\nть себя\ń\n23 选词填空。 оши\ń\nбся, оши\ń\nблась, оши\ń\nблись\n1) Анто\ń\nн, ты : Юра придёт к нам не у\ń\nтром, а ве\ń\nчером.\n2) Ка\ń\nтя, ты : у Та\ń\nни день рожде\ń\nния не сего\ń\nдня, а за\ń\nвтра.\n3) — Алло\ń\n! Это Ви\ń\nтя? — Нет, вы . Ви\ń\nтя здесь не живёт. — Извини\ń\nте.\n4) — Алёша, ты мне дал телефо\ń\nн Ви\ń\nти: 2753619. Я позвони\ń\nл, а мне сказа\ń\nли, \nчто он там не живёт. — Ты . Его\ń\n но\ń\nмер не 2753619, а 2753612.",544,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,110,579,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.010230179028132993,0.7,0.544,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_111,111,"60\nУрóк 3\nКому:\nТема:\nКому:\nТема:\nКому:\nТема:\nКому:\nТема:\nВ Интерне\ń\nте на страни\ń\nце \n(\n页\n) «Однокла\ń\nссники» и\ń\nщут друг дру\ń\nга \nте, кто ра\ń\nньше учи\ń\nлся в одно\ń\nм кла\ń\nссе. Вот одно\ń\n письмо\ń\n.\nАнна — Ната\ń\nше\nЗдра\ń\nвствуй, Ната\ń\nша! Я о\ń\nчень ра\ń\nда, что ты написа\ń\nла мне. Де\ń\nсять лет \nя ничего\ń\n не зна\ń\nла о тебе\ń\n. Я живу\ń\n сейча\ń\nс в Санкт-Петербу\ń\nрге. Рабо\ń\nтаю в \nшко\ń\nле.\nЯ хорошо\ń\n по\ń\nмню на\ń\nши шко\ń\nльные го\ń\nды. По\ń\nмню на\ń\nших люби\ń\nмых \nучителе\ń\nй. \nЯ не ви\ń\nдела тебя\ń\n 10 лет! Всё э\ń\nто вре\ń\nмя я иска\ń\nла тебя\ń\n. Я не зна\ń\nла, \nчто ты уе\ń\nхала в Москву\ń\n. Я приглаша\ń\nю тебя\ń\n, твоего\ń\n му\ń\nжа и твои\ń\nх дете\ń\nй \nв Санкт-Петербу\ń\nрг. \nПиши\ń\n. Целу\ń\nю. Анна.\n1) Где живёт Анна? А. В Москве\ń\n. Б. В Санкт-Петербу\ń\nрге. В. В Пеки\ń\nне. Г. В дере\ń\nвне.\n2) Кого\ń\n по\ń\nмнит Анна? А. Люби\ń\nмых ученико\ń\nв. Б. Люби\ń\nмых учени\ń\nц. В. Люби\ń\nмых учи\ń\nтельниц.",938,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,111,988,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.0014970059880239522,0.5,0.938,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_112,112,́\nрге. В. В Пеки\ń\nне. Г. В дере\ń\nвне.\n2) Кого\ń\n по\ń\nмнит Анна? А. Люби\ń\nмых ученико\ń\nв. Б. Люби\ń\nмых учени\ń\nц. В. Люби\ń\nмых учи\ń\nтельниц. Г. Люби\ń\nмых учителе\ń\nй.\n3) Кого\ń\n иска\ń\nла Анна? А. Ната\ń\nшу. Б. Свои\ń\nх учителе\ń\nй.\n24 听读\nАнна\n写给\nНата\ń\nша\n的信并选择正确答案。,275,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,112,321,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.06467661691542288,0.7999999999999999,0.275,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_113,113,"61\nУрóк 3 Оле\ń\nг: Я о\ń\nчень люблю\ń\n соба\ń\nк. У \nменя\ń\n больша\ń\nя краси\ń\nвая \nсоба\ń\nка. Игорь: Моя\ń\n ко\ń\nшка бои\ń\nтся твое\ń\nй \nсоба\ń\nки.\n Ната\ń\nша: Я то\ń\nже люблю\ń\n соба\ń\nк. А \nмоя\ń\n пти\ń\nца не лю\ń\nбит твое\ń\nй \nсоба\ń\nки и твое\ń\nй ко\ń\nшки. В. Свои\ń\nх учи\ń\nтельниц. Г. Свои\ń\nх ста\ń\nрых друзе\ń\nй.\n4) Кого\ń\n Анна пригласи\ń\nла в Санкт-Петербу\ń\nрг? А. Ната\ń\nшу. Б. Ната\ń\nшу и её му\ń\nжа. В. Ната\ń\nшу, её му\ń\nжа и дете\ń\nй. Г. Ната\ń\nшу, её му\ń\nжа, роди\ń\nтелей и дете\ń\nй.\n25 看图回答问题： На како\ń\nм этаже\ń\n живёт Ната\ń\nша? А Оле\ń\nг? А Игорь?\n26 根据下列情景编写对话。 1) Вы пришли\ń\n к дру\ń\nгу и уви\ń\nдели но\ń\nвые кни\ń\nги. Вы то\ń\nже хоти\ń\nте купи\ń\nть их. \nСпроси\ń\nте дру\ń\nга, где он купи\ń\nл их.\n2) В клу\ń\nбе ве\ń\nчер. Оди\ń\nн ма\ń\nльчик хорошо\ń\n игра\ń\nет на скри\ń\nпке. Спроси\ń\nте \nдру\ń\nга, зна\ń\nет он его\ń\n и\ń\nли нет.\n27 默读短文并将括号中的词变成适当的形式。 Я люблю\ń\n на\ń\nшу семью\ń\nЯ хочу\ń\n рассказа\ń\nть о на\ń\nшей семье\ń",948,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,113,994,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.0513595166163142,0.7999999999999999,0.948,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册_chunk_114,114,"́\nн ма\ń\nльчик хорошо\ń\n игра\ń\nет на скри\ń\nпке. Спроси\ń\nте \nдру\ń\nга, зна\ń\nет он его\ń\n и\ń\nли нет.\n27 默读短文并将括号中的词变成适当的形式。 Я люблю\ń\n на\ń\nшу семью\ń\nЯ хочу\ń\n рассказа\ń\nть о на\ń\nшей семье\ń\n, о на\ń\nшем до\ń\nме, о мои\ń\nх роди\ń\nтелях, о \nмои\ń\nх ба\ń\nбушках и де\ń\nдушках.\nНа\ń\nша семья\ń\n живёт в небольшо\ń\nй кварти\ń\nре в Москве\ń\n. Здесь я живу\ń уже\ń\n 15 лет. Я люблю\ń (наш дом, на\ń\nша у\ń\nлица,",411,0,unknown,text-extracted,,2.0,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册,114,416,2025-07-21T14:24:49.764Z,2.0,2025-07-17T02:34:37.952Z,九年级,[object Object],人教版,0.06206896551724138,0.7,0.411,1,全一册,/Users/LeoQin/Documents/GitHub/PDFconvertor/training_data/初中/俄语/人教版-人民教育出版社/九年级/义务教育教科书·俄语九年级全一册.pdf,人教版-人民教育出版社_九年级_义务教育教科书·俄语九年级全一册.json,俄语,330
